traffic_volume,holiday,temp,rain_1h,clouds_all,weather_main,weather_description
6266,None,298.7,0,40,Clouds,scattered clouds
5099,None,298.53,0,40,Clouds,scattered clouds
3592,None,297.64,0,40,Clouds,scattered clouds
3306,None,296.47,0,20,Clouds,few clouds
3054,None,294.93,0,1,Clear,sky is clear
2401,None,293,0,1,Clear,sky is clear
1469,None,291.83,0,1,Clear,sky is clear
822,None,291.3,0,1,Clear,sky is clear
452,None,290.86,0,1,Clear,sky is clear
381,None,290.21,0,1,Clear,sky is clear
425,None,289.61,0,1,Clear,sky is clear
898,None,288.86,0,1,Clear,sky is clear
2776,None,288.85,0,1,Clear,sky is clear
5573,None,288.53,0,1,Clear,sky is clear
6315,None,289.47,0,40,Clouds,scattered clouds
5658,None,290.77,0,75,Clouds,broken clouds
5325,None,292.47,0,75,Clouds,broken clouds
4958,None,294.48,0,40,Clouds,scattered clouds
5189,None,296.21,0,20,Clouds,few clouds
5829,None,297.66,0,40,Clouds,scattered clouds
5662,None,297.7,0,40,Clouds,scattered clouds
5769,None,297.93,0,40,Clouds,scattered clouds
6139,None,298.01,0,40,Clouds,scattered clouds
6338,None,297.96,0,75,Clouds,broken clouds
5742,None,298.09,0,75,Clouds,broken clouds
4883,None,298.07,0,40,Clouds,scattered clouds
3807,None,297.6,0,40,Clouds,scattered clouds
2998,None,296.4,0,75,Clouds,broken clouds
2883,None,295.78,0,40,Clouds,scattered clouds
2677,None,294.97,0,75,Clouds,broken clouds
2275,None,294.72,0,90,Clouds,overcast clouds
1344,None,294.1,0,40,Clouds,scattered clouds
847,None,293.79,0,8,Clear,sky is clear
763,None,293.23,0.25,75,Rain,light rain
498,None,292.86,0.25,40,Rain,light rain
519,None,292.53,0,40,Clouds,scattered clouds
940,None,292.06,0,20,Clouds,few clouds
1485,None,292.21,0,90,Clouds,overcast clouds
2163,None,292.58,0,75,Clouds,broken clouds
2958,None,293.07,0,75,Clouds,broken clouds
3900,None,294.11,0,75,Clouds,broken clouds
4254,None,295.4,0,75,Clouds,broken clouds
4407,None,295.92,0,90,Clouds,overcast clouds
4572,None,296.13,0,90,Clouds,overcast clouds
4697,None,296.92,0,90,Clouds,overcast clouds
4946,None,297.07,0,90,Rain,light rain
4839,None,297.84,0,75,Clouds,broken clouds
4928,None,298.15,0.51,75,Rain,light rain
4859,None,298.08,0,90,Clouds,overcast clouds
4322,None,298.05,0,90,Clouds,overcast clouds
3542,None,297.88,0,90,Clouds,overcast clouds
3140,None,297.4,0,90,Clouds,overcast clouds
2960,None,296.63,0,75,Clouds,broken clouds
2735,None,296.11,0,40,Clouds,scattered clouds
2319,None,295.88,0,40,Clouds,scattered clouds
1632,None,295.52,0,75,Clouds,broken clouds
1125,None,295.26,0,75,Clouds,broken clouds
823,None,294.94,0,90,Clouds,overcast clouds
432,None,294.63,0,75,Clouds,broken clouds
384,None,294.21,0,75,Clouds,broken clouds
551,None,293.99,0,75,Clouds,broken clouds
922,None,293.75,0,40,Clouds,scattered clouds
1139,None,294.42,0,75,Clouds,broken clouds
1881,None,295.35,0,90,Clouds,overcast clouds
2902,None,296.36,0,75,Clouds,broken clouds
3692,None,297.65,0,90,Clouds,overcast clouds
4187,None,299.23,0,90,Clouds,overcast clouds
4682,None,300.63,0,75,Clouds,broken clouds
4394,None,301.61,0,75,Clouds,broken clouds
4451,None,302.2,0,75,Clouds,broken clouds
4337,None,302.27,0,75,Clouds,broken clouds
4471,None,302.41,0,40,Clouds,scattered clouds
4261,None,302.11,0,40,Clouds,scattered clouds
4030,None,301.55,0,75,Clouds,broken clouds
3484,None,301.01,0,90,Clouds,overcast clouds
3245,None,300.2,0,90,Clouds,overcast clouds
2657,None,299.82,0,90,Clouds,overcast clouds
2091,None,299.15,0,40,Clouds,scattered clouds
1336,None,298.81,0,90,Clouds,overcast clouds
773,None,298.07,0,75,Clouds,broken clouds
592,None,297.7,0,75,Clouds,broken clouds
380,None,297.3,0,90,Clouds,overcast clouds
391,None,296.97,0,75,Clouds,broken clouds
961,None,296.6,0,90,Clouds,overcast clouds
2952,None,296.43,0,75,Clouds,broken clouds
5657,None,296.46,0,75,Clouds,broken clouds
6741,None,296.36,0,90,Clouds,overcast clouds
5813,None,296.8,0,75,Clouds,broken clouds
4911,None,298.41,0,75,Clouds,broken clouds
4525,None,299.59,0,90,Clouds,overcast clouds
4698,None,301.36,0,40,Clouds,scattered clouds
5153,None,302.21,0,40,Clouds,scattered clouds
4859,None,303.08,0,12,Clouds,few clouds
5459,None,303.84,0,75,Clouds,broken clouds
5871,None,304.22,0,75,Clouds,broken clouds
6426,None,304.68,0,75,Clouds,broken clouds
6341,None,303.82,0,75,Clouds,broken clouds
4651,None,303.45,0,90,Clouds,overcast clouds
3601,None,302.96,0,75,Clouds,broken clouds
2730,None,302.1,0,90,Clouds,overcast clouds
2460,None,301.35,0,1,Clear,sky is clear
1777,None,301,0,1,Clear,sky is clear
1211,None,300.6,0,90,Clouds,overcast clouds
627,None,300.33,0,1,Clear,sky is clear
432,None,300.01,0,1,Thunderstorm,proximity thunderstorm
334,None,299.9,0,75,Clouds,broken clouds
405,None,299.63,0,90,Clouds,overcast clouds
901,None,299.39,0,1,Clear,sky is clear
3022,None,298.63,0,75,Mist,mist
5588,None,297.85,0,1,Clear,sky is clear
6211,None,296.01,0,40,Clouds,scattered clouds
6078,None,296.11,0,20,Clouds,few clouds
5263,None,296.84,0,40,Clouds,scattered clouds
4607,None,297.33,0,40,Clouds,scattered clouds
4907,None,297.79,0,90,Clouds,overcast clouds
5067,None,298.41,0,75,Clouds,broken clouds
5192,None,299.5,0,75,Clouds,broken clouds
5416,None,300.25,0,12,Clouds,few clouds
6123,None,301.08,0,40,Clouds,scattered clouds
6865,None,301.13,0,40,Clouds,scattered clouds
6597,None,301.08,0,20,Clouds,few clouds
5173,None,300.79,0,44,Clouds,scattered clouds
3510,None,299.29,0,20,Clouds,few clouds
3070,None,297.96,0,20,Clouds,few clouds
2806,None,296.39,0,0,Clear,Sky is Clear
2037,None,294.98,0,1,Clear,sky is clear
1235,None,294.14,0,1,Clear,sky is clear
684,None,293.37,0,1,Clear,sky is clear
443,None,292.61,0,1,Clear,sky is clear
341,None,291.68,0,1,Clear,sky is clear
397,None,290.67,0.25,1,Rain,light rain
971,None,289.81,0,1,Clear,sky is clear
3068,None,289.12,0,1,Clear,sky is clear
5767,None,288.75,0,1,Clear,sky is clear
6511,None,289.7,0,40,Clouds,scattered clouds
5999,None,292.04,0,20,Clouds,few clouds
5297,None,294.16,0,20,Clouds,few clouds
4913,None,296.6,0,20,Clouds,few clouds
5611,None,297.79,0,20,Clouds,few clouds
5442,None,298.53,0,75,Clouds,broken clouds
5426,None,299.29,0,40,Clouds,scattered clouds
5610,None,299.47,0,40,Clouds,scattered clouds
6085,None,299.41,0,40,Clouds,scattered clouds
6609,None,299.58,0,20,Clouds,few clouds
6293,None,299.5,0,20,Clouds,few clouds
4872,None,299.17,0,20,Clouds,few clouds
3639,None,298.64,0,20,Clouds,few clouds
3135,None,296.99,0,20,Clouds,few clouds
2867,None,294.69,0,1,Clear,sky is clear
2083,None,292.43,0,1,Clear,sky is clear
1325,None,291.56,0,1,Clear,sky is clear
698,None,290.32,0,1,Clear,sky is clear
511,None,289.91,0,1,Clear,sky is clear
349,None,288.99,0,1,Clear,sky is clear
801,None,293.37,0,1,Clear,sky is clear
542,None,292.98,0,1,Clear,sky is clear
430,None,292.28,0,40,Clouds,scattered clouds
466,None,292.69,0,90,Clouds,overcast clouds
866,None,292.84,0,75,Thunderstorm,proximity thunderstorm
866,None,292.84,0,75,Rain,moderate rain
2679,None,291.84,6.1,90,Rain,heavy intensity rain
2679,None,291.84,6.1,90,Thunderstorm,proximity thunderstorm
2679,None,291.84,6.1,90,Mist,mist
4972,None,291.02,4.18,90,Rain,heavy intensity rain
4972,None,291.02,4.18,90,Thunderstorm,thunderstorm with rain
4972,None,291.02,4.18,90,Mist,mist
6000,None,290.85,1.8,90,Rain,moderate rain
6000,None,290.85,1.8,90,Drizzle,light intensity drizzle
5876,None,291.43,0.86,75,Rain,light rain
5118,None,292.27,0.25,90,Rain,light rain
4669,None,293.64,0,90,Clouds,overcast clouds
5735,None,295.87,0.25,90,Rain,light rain
5572,None,298.09,0,75,Clouds,broken clouds
5866,None,298.98,0,75,Clouds,broken clouds
6390,None,299.17,0,90,Clouds,overcast clouds
6571,None,299.16,0,90,Clouds,overcast clouds
5901,None,299,0,90,Rain,light rain
4859,None,298.55,0,90,Clouds,overcast clouds
3692,None,298.43,0,90,Clouds,overcast clouds
3041,None,298.03,0,90,Clouds,overcast clouds
2896,None,297.23,0,90,Clouds,overcast clouds
2756,None,297.09,0,90,Clouds,overcast clouds
2096,None,296.88,0,90,Clouds,overcast clouds
1450,None,296.57,0,90,Clouds,overcast clouds
873,None,296.04,0,75,Clouds,broken clouds
664,None,295.87,0,90,Clouds,overcast clouds
462,None,295.62,0,75,Clouds,broken clouds
460,None,295.41,0,75,Clouds,broken clouds
920,None,294.86,0,1,Mist,mist
1574,None,294.02,0,1,Mist,mist
2070,None,293.96,0,75,Mist,mist
2798,None,295.3,0,75,Mist,mist
3440,None,296.56,0,40,Clouds,scattered clouds
3948,None,298.58,0,20,Clouds,few clouds
4384,None,299.5,0,75,Clouds,broken clouds
4669,None,299.06,0,75,Clouds,broken clouds
4798,None,299.13,0,75,Clouds,broken clouds
4479,None,300.84,0,75,Clouds,broken clouds
4531,None,301.9,0,40,Clouds,scattered clouds
4547,None,302.46,0,40,Clouds,scattered clouds
4346,None,302.34,0,40,Clouds,scattered clouds
3864,None,301.94,0,20,Clouds,few clouds
3642,None,301.19,0,75,Clouds,broken clouds
3446,None,300.05,0,40,Clouds,scattered clouds
3576,None,298.32,0,1,Clear,sky is clear
3027,None,296.19,0,1,Clear,sky is clear
2466,None,295.51,0,75,Clouds,broken clouds
1341,None,295,0,90,Clouds,overcast clouds
997,None,294.57,0,1,Clear,sky is clear
804,None,293.96,0,1,Clear,sky is clear
376,None,292.25,0,1,Clear,sky is clear
562,None,291.6,0,1,Clear,sky is clear
861,None,291.2,0,1,Clear,sky is clear
1150,None,291.49,0,20,Clouds,few clouds
1735,None,291.77,0,75,Clouds,broken clouds
2734,None,292.2,0,75,Clouds,broken clouds
3420,None,293.08,0,90,Clouds,overcast clouds
4128,None,293.91,0.25,75,Rain,light rain
4388,None,294.43,0,75,Rain,light rain
4403,None,295.4,0,75,Rain,light rain
4350,None,296.48,0,40,Clouds,scattered clouds
4385,None,296.76,0.32,75,Rain,light rain
4468,None,296.49,0.38,75,Rain,proximity shower rain
5519,None,292.56,0.25,1,Rain,light rain
4996,None,294.66,0,1,Clear,sky is clear
5273,None,296.16,0,1,Haze,haze
5573,None,297.72,0,1,Clear,sky is clear
5543,None,298.64,0,75,Clouds,broken clouds
5966,None,299.27,0,40,Clouds,scattered clouds
6151,None,299.59,0,1,Clear,sky is clear
6537,None,299.71,0,1,Clear,sky is clear
6317,None,299.34,0,1,Clear,sky is clear
4986,None,299.01,0,1,Clear,sky is clear
3773,None,298.04,0,1,Clear,sky is clear
3309,None,296.26,0,1,Clear,sky is clear
3255,None,294.33,0,1,Clear,sky is clear
2407,None,292.61,0,1,Clear,sky is clear
1330,None,291.85,0,1,Clear,sky is clear
485,None,290.61,0,1,Clear,sky is clear
330,None,290.05,0,1,Clear,sky is clear
424,None,289.32,0,1,Clear,sky is clear
984,None,288.89,0,1,Clear,sky is clear
3154,None,288.26,0,1,Clear,sky is clear
5633,None,288.17,0,1,Clear,sky is clear
6739,None,288.72,0,20,Clouds,few clouds
6211,None,290.87,0,1,Clear,sky is clear
5577,None,293.5,0,1,Clear,sky is clear
4977,None,295.99,0,1,Clear,sky is clear
5333,None,297.8,0,1,Clear,sky is clear
5694,None,298.6,0,1,Clear,sky is clear
5832,None,299.34,0,1,Clear,sky is clear
6000,None,300.02,0,1,Clear,sky is clear
6161,None,300.58,0,1,Clear,sky is clear
6608,None,301,0,1,Clear,sky is clear
6526,None,300.59,0,1,Clear,sky is clear
5127,None,300.09,0,1,Clear,sky is clear
3929,None,299.21,0,1,Clear,sky is clear
3437,None,297.2,8.64,1,Rain,heavy intensity rain
3222,None,294.87,0,1,Clear,sky is clear
2610,None,293.38,0,1,Clear,sky is clear
1641,None,292.08,0.51,1,Rain,light rain
875,None,291.39,0,1,Clear,sky is clear
521,None,291.16,0,1,Clear,sky is clear
380,None,290.73,0.25,1,Rain,light rain
890,None,289.61,0,1,Mist,mist
2958,None,289.35,0,1,Mist,mist
5515,None,289.27,0,1,Mist,mist
6479,None,289.47,0,1,Mist,mist
5787,None,291.72,0,1,Mist,mist
5363,None,293.62,0,5,Clear,sky is clear
5764,None,298.89,0,1,Clear,sky is clear
5909,None,299.92,0,75,Clouds,broken clouds
6189,None,300.71,0,75,Clouds,broken clouds
6318,None,301.16,0,40,Clouds,scattered clouds
6272,None,301.33,0,40,Clouds,scattered clouds
6411,None,301.61,0,40,Clouds,scattered clouds
5586,None,301.57,1.78,40,Rain,moderate rain
4948,None,301.72,0,24,Clouds,few clouds
4063,None,298.271,0,24,Clouds,few clouds
3339,None,293.332,0,32,Rain,light rain
3222,None,293.332,0,32,Rain,light rain
2748,None,293.55,0,20,Clouds,few clouds
2322,None,292.64,0,1,Mist,mist
2322,None,292.64,0,1,Haze,haze
1372,None,291.88,0,1,Haze,haze
1372,None,291.88,0,1,Mist,mist
1024,None,291.46,0,1,Haze,haze
1024,None,291.46,0,1,Mist,mist
1024,None,291.46,0,1,Fog,fog
736,None,290.86,0,1,Haze,haze
736,None,290.86,0,1,Mist,mist
3952,None,300.23,0,5,Clear,sky is clear
4444,None,300.9,0,1,Clear,sky is clear
4741,None,301.4,0,1,Clear,sky is clear
4720,None,301.9,0,40,Clouds,scattered clouds
4723,None,302.4,0,1,Clear,sky is clear
4427,None,302.06,0,1,Rain,light rain
4441,None,301.23,0,1,Clear,sky is clear
4222,None,301.07,0,40,Thunderstorm,thunderstorm
3598,None,299.9,0,1,Thunderstorm,proximity thunderstorm
3298,None,297.92,0,40,Clouds,scattered clouds
2899,None,296.64,0,75,Rain,light rain
2043,None,295.82,0,1,Rain,light rain
1195,None,294.38,0,1,Clear,sky is clear
687,None,293.84,0,1,Mist,mist
479,None,293.98,0,75,Clouds,broken clouds
3104,None,292.15,0,1,Mist,mist
5592,None,291.99,0,1,Mist,mist
6550,None,292.3,0,20,Mist,mist
6069,None,292.65,0,90,Mist,mist
5100,None,293.77,0,75,Mist,mist
5100,None,293.77,0,75,Rain,light rain
4573,None,294.92,0,40,Mist,mist
5090,None,295.05,0,40,Rain,light rain
5274,None,296.9,0,40,Haze,haze
5240,None,298.15,0,75,Haze,haze
5596,None,299.15,0,40,Clouds,scattered clouds
5980,None,299.65,0,1,Clear,sky is clear
6596,None,299.9,0,1,Clear,sky is clear
6077,None,299.57,0,1,Clear,sky is clear
4663,None,299.49,0,1,Clear,sky is clear
3558,None,298.77,0,1,Clear,sky is clear
3048,None,296.77,0,1,Clear,sky is clear
2641,None,295.15,0,1,Clear,sky is clear
1891,None,293.92,0,1,Clear,sky is clear
1158,None,292.77,0,1,Clear,sky is clear
638,None,291.77,0,1,Mist,mist
424,None,290.9,0,1,Fog,fog
346,None,290.77,0,40,Fog,fog
432,None,289.92,0,1,Mist,mist
432,None,289.92,0,1,Fog,fog
965,None,289.6,0,1,Mist,mist
965,None,289.6,0,1,Fog,fog
3172,None,289.15,0,1,Mist,mist
5627,None,288.99,0,1,Mist,mist
6886,None,289.23,0,1,Mist,mist
6204,None,290.46,0,1,Clear,sky is clear
5157,None,292.6,0,75,Clouds,broken clouds
4808,None,294.48,0,1,Clear,sky is clear
5117,None,296.15,0,20,Clouds,few clouds
5348,None,297.07,0,1,Clear,sky is clear
5312,None,297.9,0,75,Clouds,broken clouds
5520,None,298.65,0,1,Clear,sky is clear
6027,None,298.9,0,40,Clouds,scattered clouds
6794,None,299.22,0,75,Clouds,broken clouds
6538,None,299.65,0,40,Haze,haze
4940,None,299.07,0,1,Clear,sky is clear
3694,None,297.92,0,75,Clouds,broken clouds
3288,None,296.22,0,1,Clear,sky is clear
2811,None,294.37,0,1,Clear,sky is clear
2027,None,292.45,0,1,Clear,sky is clear
1270,None,290.98,0,1,Clear,sky is clear
655,None,290.3,0,1,Mist,mist
478,None,289.61,0,1,Mist,mist
359,None,288.84,0,1,Mist,mist
401,None,288.38,0,1,Fog,fog
401,None,288.38,0,1,Mist,mist
979,None,287.92,0,1,Mist,mist
979,None,287.92,0,1,Fog,fog
3177,None,287.38,0,1,Mist,mist
3177,None,287.38,0,1,Fog,fog
5785,None,287.3,0,1,Mist,mist
5785,None,287.3,0,1,Fog,fog
6386,None,288.3,0,1,Fog,fog
6386,None,288.3,0,1,Mist,mist
6318,None,290.96,0,1,Clear,sky is clear
5311,None,294.22,0,1,Clear,sky is clear
5087,None,296.61,0,75,Clouds,broken clouds
5521,None,298.4,0,1,Clear,sky is clear
5528,None,299.15,0,1,Clear,sky is clear
5312,None,299.98,0,75,Clouds,broken clouds
5869,None,300.4,0,40,Clouds,scattered clouds
6025,None,301.15,0,40,Clouds,scattered clouds
6688,None,300.98,0,40,Clouds,scattered clouds
6254,None,301.07,0,75,Clouds,broken clouds
4970,None,300.98,0,75,Clouds,broken clouds
3783,None,299.61,0,75,Clouds,broken clouds
3255,None,298.15,0,75,Clouds,broken clouds
2961,None,295.84,0,1,Clear,sky is clear
2205,None,294.14,0,1,Clear,sky is clear
1362,None,293.14,0,40,Clouds,scattered clouds
725,None,291.98,0,1,Clear,sky is clear
471,None,291.31,0,1,Mist,mist
381,None,290.68,0,1,Clear,sky is clear
424,None,289.99,0,1,Mist,mist
5824,None,300.48,0,1,Clear,sky is clear
6171,None,300.4,0,40,Clouds,scattered clouds
6731,None,300.99,0,1,Clear,sky is clear
6278,None,300.48,0,1,Clear,sky is clear
5121,None,299.98,0,40,Clouds,scattered clouds
3826,None,299.15,0,1,Clear,sky is clear
3441,None,297.65,0,40,Clouds,scattered clouds
3274,None,295.46,0,1,Clear,sky is clear
2479,None,294.69,0,1,Clear,sky is clear
1491,None,294.48,0,90,Clouds,overcast clouds
848,None,293.45,0,40,Clouds,scattered clouds
516,None,292.38,0,1,Clear,sky is clear
2886,None,287.586,0,92,Rain,light rain
4380,None,297.543,0,0,Clear,Sky is Clear
3095,None,292.061,0,8,Clear,sky is clear
3299,None,292.061,0,8,Clear,sky is clear
3040,None,294.84,0,76,Clouds,broken clouds
2051,None,293.137,0,56,Clouds,broken clouds
2909,None,296.064,0,88,Rain,light rain
4681,None,299.007,0,0,Clear,Sky is Clear
4045,None,295.369,0,88,Rain,light rain
742,None,293.514,0,12,Clouds,few clouds
4415,None,295.744,0,12,Clouds,few clouds
923,None,287.741,0,0,Clear,Sky is Clear
5834,None,290.225,0,0,Clear,Sky is Clear
5401,None,290.225,0,0,Clear,Sky is Clear
5097,None,290.225,0,0,Clear,Sky is Clear
4723,None,297.003,0,36,Clouds,scattered clouds
4947,None,299.882,0,24,Clouds,few clouds
5000,None,299.882,0,24,Clouds,few clouds
5247,None,301.221,0,12,Clouds,few clouds
5830,None,301.221,0,12,Clouds,few clouds
6393,None,301.221,0,12,Clouds,few clouds
4658,None,297.91,0,92,Rain,light rain
3378,None,297.91,0,92,Rain,light rain
3028,None,297.91,0,92,Rain,light rain
2929,None,291.896,0,92,Rain,moderate rain
2119,None,291.896,0,92,Rain,moderate rain
1205,None,291.896,0,92,Rain,moderate rain
762,None,291.616,0,88,Rain,light rain
334,None,291.616,0,88,Rain,light rain
352,None,291.093,0,88,Rain,light rain
5116,None,299.34,0,1,Clear,sky is clear
5264,None,299.53,0,75,Clouds,broken clouds
6122,None,299.9,0,40,Clouds,scattered clouds
6277,None,299.8,0,40,Clouds,scattered clouds
5996,None,299.52,0,75,Clouds,broken clouds
3843,None,298.52,0,1,Clear,sky is clear
3207,None,297.46,0,1,Clear,sky is clear
3189,None,295.25,0,1,Clear,sky is clear
2469,None,293.36,0,1,Clear,sky is clear
1507,None,292.11,0,1,Clear,sky is clear
865,None,291.4,0,1,Clear,sky is clear
495,None,290.54,0,1,Clear,sky is clear
384,None,290.35,0,1,Clear,sky is clear
866,None,289.83,0,1,Clear,sky is clear
2735,None,289.32,0,1,Clear,sky is clear
5588,None,289.55,0,1,Clear,sky is clear
5031,None,291.77,0,1,Clear,sky is clear
4428,None,295.3,0,1,Clear,sky is clear
4501,None,296.8,0,1,Haze,haze
4313,None,299,0,1,Clear,sky is clear
5118,None,299.33,0,1,Clear,sky is clear
5833,None,299.5,0,1,Clear,sky is clear
6002,None,299.64,0,40,Clouds,scattered clouds
5319,None,298.27,0.55,75,Rain,light rain
5319,None,298.27,0.55,75,Thunderstorm,proximity thunderstorm
4416,None,296.23,0.55,40,Rain,moderate rain
4416,None,296.23,0.55,40,Thunderstorm,proximity thunderstorm
3612,None,295.88,1.02,40,Rain,moderate rain
3612,None,295.88,1.02,40,Thunderstorm,proximity thunderstorm
3125,None,294.59,0,90,Rain,moderate rain
3441,None,292.7,0,1,Thunderstorm,proximity thunderstorm
3038,None,291.36,0,1,Rain,light rain
2102,None,290.23,0,1,Clear,sky is clear
1468,None,289.44,0,1,Clear,sky is clear
829,None,289,0,1,Clear,sky is clear
672,None,288.65,0,1,Clear,sky is clear
452,None,288.08,0.6,1,Rain,light rain
452,None,288.08,0.6,1,Mist,mist
513,None,287.44,0,1,Mist,mist
847,None,287.16,0,1,Mist,mist
1371,None,286.92,0,1,Mist,mist
2048,None,289.03,0,1,Mist,mist
2048,None,289.03,0,1,Fog,fog
2700,None,291.98,0,1,Clear,sky is clear
3481,None,294.11,0,1,Clear,sky is clear
3907,None,295.81,0,1,Clear,sky is clear
3978,None,297.47,0,1,Clear,sky is clear
4395,None,298.85,0,1,Clear,sky is clear
4147,None,299.45,0,1,Clear,sky is clear
4233,None,300.26,0,1,Clear,sky is clear
4286,None,300.55,0,40,Clouds,scattered clouds
3975,None,300.76,0,1,Clear,sky is clear
4043,None,300.44,0,1,Clear,sky is clear
3700,None,299.59,0,1,Clear,sky is clear
3590,None,298.7,0,1,Clear,sky is clear
3421,None,297.43,0,1,Clear,sky is clear
3348,None,295.06,0,1,Clear,sky is clear
2441,None,294.02,2.86,75,Rain,moderate rain
2441,None,294.02,2.86,75,Thunderstorm,proximity thunderstorm
1447,None,292.55,0.79,90,Rain,moderate rain
1447,None,292.55,0.79,90,Thunderstorm,proximity thunderstorm
816,None,291.52,1.49,90,Rain,moderate rain
816,None,291.52,1.49,90,Thunderstorm,proximity thunderstorm
626,None,291.02,8.89,40,Rain,heavy intensity rain
626,None,291.02,8.89,40,Thunderstorm,proximity thunderstorm
345,None,290.94,0,90,Drizzle,drizzle
345,None,290.94,0,90,Rain,light rain
330,None,290.71,0.3,90,Rain,light rain
330,None,290.71,0.3,90,Thunderstorm,proximity thunderstorm
489,None,290.36,0.88,90,Rain,moderate rain
489,None,290.36,0.88,90,Thunderstorm,thunderstorm
843,None,290.38,0.73,90,Rain,light rain
1142,None,291.05,0,90,Drizzle,light intensity drizzle
1906,None,291.94,0,90,Clouds,overcast clouds
3036,None,293.76,0,90,Clouds,overcast clouds
3749,None,295.07,0,40,Clouds,scattered clouds
3806,None,295.99,0,40,Clouds,scattered clouds
4071,None,297.19,0,1,Clear,sky is clear
4226,None,297.83,0,40,Clouds,scattered clouds
4571,None,298.94,0,75,Clouds,broken clouds
4399,None,298.78,1.27,40,Rain,moderate rain
4399,None,298.78,1.27,40,Haze,haze
4317,None,295.42,2.16,90,Rain,heavy intensity rain
4317,None,295.42,2.16,90,Thunderstorm,proximity thunderstorm
4317,None,295.42,2.16,90,Mist,mist
4049,None,293.58,11.59,90,Rain,heavy intensity rain
3616,None,293.64,2.33,40,Rain,moderate rain
3419,None,294.4,0,75,Clouds,broken clouds
2973,None,294.15,0,75,Clouds,broken clouds
2422,None,292.73,0,0,Clear,Sky is Clear
2020,None,292.03,0,40,Clouds,scattered clouds
1247,None,291.45,0,40,Clouds,scattered clouds
678,None,291.13,0,40,Mist,mist
398,None,290.7,0,1,Mist,mist
330,None,290.49,0,1,Mist,mist
330,None,290.49,0,1,Fog,fog
326,None,289.88,0,1,Mist,mist
326,None,289.88,0,1,Fog,fog
894,None,290.14,0,1,Fog,fog
894,None,290.14,0,1,Mist,mist
2811,None,289.72,0,1,Fog,fog
2811,None,289.72,0,1,Mist,mist
5700,None,289.97,0,1,Fog,fog
5700,None,289.97,0,1,Mist,mist
5889,None,291.02,0.3,1,Rain,light rain
5889,None,291.02,0.3,1,Fog,fog
5889,None,291.02,0.3,1,Mist,mist
5334,None,292.93,0.3,1,Rain,light rain
5334,None,292.93,0.3,1,Mist,mist
5334,None,292.93,0.3,1,Fog,fog
4634,None,294.63,0.9,1,Rain,light rain
4439,None,296.9,0,1,Clear,sky is clear
4555,None,298.55,0,1,Clear,sky is clear
4881,None,299.75,0,1,Clear,sky is clear
4994,None,300.09,0,40,Clouds,scattered clouds
5709,None,300.5,0,1,Clear,sky is clear
5866,None,299.6,0,1,Clear,sky is clear
6495,None,299.54,0,1,Rain,light rain
6495,None,299.54,0,1,Thunderstorm,proximity thunderstorm
4579,None,298.72,0,1,Haze,haze
3201,None,295.9,9.4,1,Rain,heavy intensity rain
3201,None,295.9,9.4,1,Haze,haze
3201,None,295.9,9.4,1,Thunderstorm,proximity thunderstorm
2527,None,293.25,1.27,75,Rain,moderate rain
2527,None,293.25,1.27,75,Thunderstorm,proximity thunderstorm
2251,None,291.49,3.2,1,Rain,moderate rain
2251,None,291.49,3.2,1,Mist,mist
2251,None,291.49,3.2,1,Thunderstorm,thunderstorm with heavy rain
1680,None,291,0,1,Mist,mist
1105,None,290.57,0.25,1,Rain,light rain
1105,None,290.57,0.25,1,Mist,mist
673,None,290.19,0,40,Mist,mist
673,None,290.19,0,40,Fog,fog
327,None,289.8,0,40,Mist,mist
414,None,289.71,0,1,Mist,mist
911,None,289.61,0.25,1,Rain,light rain
911,None,289.61,0.25,1,Mist,mist
2947,None,289.36,0,1,Haze,haze
2947,None,289.36,0,1,Mist,mist
5859,None,289.27,0,1,Mist,mist
6063,None,289.81,0.3,1,Rain,light rain
6063,None,289.81,0.3,1,Mist,mist
6063,None,289.81,0.3,1,Haze,haze
5354,None,290.53,0,1,Mist,mist
5354,None,290.53,0,1,Haze,haze
4346,None,292.06,0,40,Haze,haze
4290,None,293.38,0,75,Haze,haze
4475,None,294.28,0,40,Clouds,scattered clouds
4558,None,295.18,0,75,Clouds,broken clouds
4508,None,295.62,0,1,Clear,sky is clear
5204,None,296.53,0,1,Clear,sky is clear
5457,None,296.88,0,1,Clear,sky is clear
6383,None,296.92,0,1,Clear,sky is clear
6109,None,296.75,0,1,Clear,sky is clear
2020,None,291.35,0,1,Clear,sky is clear
1251,None,290.5,0,1,Clear,sky is clear
737,None,289.2,0,1,Clear,sky is clear
444,None,289.4,0,1,Clear,sky is clear
347,None,289.19,0,1,Clear,sky is clear
356,None,288.74,0.3,1,Rain,light rain
936,None,288.07,0,1,Clear,sky is clear
2886,None,287.87,0,1,Clear,sky is clear
5741,None,287.38,0,1,Clear,sky is clear
6261,None,287.58,0,75,Clouds,broken clouds
4409,None,288.58,0,40,Clouds,scattered clouds
4273,None,289.24,0,40,Clouds,scattered clouds
4469,None,289.44,0,75,Clouds,broken clouds
4625,None,290.53,0,1,Clear,sky is clear
4462,None,292.17,0,1,Clear,sky is clear
4996,None,293.61,0,1,Clear,sky is clear
5623,None,294.85,0,1,Clear,sky is clear
6210,None,295.07,0,1,Clear,sky is clear
5969,None,295.56,0,1,Clear,sky is clear
4604,None,295.17,0,1,Clear,sky is clear
